K,T_train,T_test,min_test_events,rho_naive_constant,rho_drive_constant,delta_rho_constant,rho_time,rho_time_drive,delta_rho_time_adjusted,delta_rho_shift_p,rank1_delta,crossfit_projection_energy,crossfit_projection_p,crossfit_loading_alignment,crossfit_loading_p,orthogonal_leakage_ratio,predicted_geometry_cosine,predicted_geometry_relerr,residual_spike_ratio,residual_pc_alignment,residual_alignment_label_p,brier_naive,brier_drive,brier_time,brier_time_drive,logloss_naive,logloss_drive,logloss_time,logloss_time_drive,brier_gain_drive_vs_naive,brier_gain_factor_beyond_time,logloss_gain_drive_vs_naive,logloss_gain_factor_beyond_time,window,window_kind,event_type,q,K_requested
10,1860,3840,123,0.919765193544798,0.830116072732193,0.08964912081260501,0.8525171599383395,0.7936829069952834,0.05883425294305611,0.001996007984031936,0.7654372920262029,0.5834174858071346,0.03792415169660679,0.8661188700147904,0.021956087824351298,0.6454320368069325,0.36542214853755345,1.123174300544214,4.676204316997045,0.8986121283160061,0.2383523295340932,0.05582917396515955,0.05598116478384769,0.5449782846110095,0.43190099524073094,0.2030688104822889,0.20498124038259358,7.527935879736404,5.965735538980685,-0.0001519908186881358,0.11307728937027856,-0.0019124299003046852,1.5622003407557186,Terra_Luna,shock,volatility_burst,0.985,10
20,1860,3840,123,0.9215980485994243,0.8398549064147416,0.0817431421846827,0.8582264211042614,0.8073837621888594,0.05084265891540196,0.001996007984031936,0.4747276636564277,0.3341642775975383,0.08383233532934131,0.8148453139299419,0.015968063872255488,0.8159875748869517,0.27839009478239357,1.7016748954030076,7.919679793953033,0.9028804538669721,0.1297740451909618,0.0548658780300081,0.05495445208116576,0.41025113353641485,0.42570301242523134,0.20277330773251098,0.20336879775516234,5.666601577569419,5.880330654707264,-8.857405115766243e-05,-0.015451878888816495,-0.0005954900226513571,-0.21372907713784528,Terra_Luna,shock,volatility_burst,0.985,20
5,1380,2880,43,0.9103491074708852,0.9087008406798849,0.0016482667910002746,0.8595147696962477,0.8445228027528446,0.014991966943403101,0.001996007984031936,0.9818148974392414,0.8611361584251084,0.003992015968063872,0.9356561501488814,0.003992015968063872,0.3726443902186,0.9125085536931841,3.54726099618638,3.4678524943800357,0.5370395980084282,0.5218956208758249,0.038769377288315976,0.04084448597409044,0.5573233291014846,0.5174672184033837,0.15432869809037922,0.17119467994776155,7.685477985643796,7.147665394063008,-0.002075108685774464,0.03985611069810091,-0.016865981857382334,0.5378125915807876,FTX_collapse,shock,volume_burst,0.95,10
12,1380,2880,38,0.9347140543011443,0.9116997411361415,0.023014313165002798,0.9126153398881207,0.8834184718448925,0.029196868043228186,0.001996007984031936,0.9393158847171555,0.7801920441112327,0.001996007984031936,0.9096188402470406,0.001996007984031936,0.46883681156668433,0.7378122931027362,3.960188515818291,2.296323581664549,0.5526430022647351,0.29414117176564686,0.031621232957792386,0.03371660285704169,0.41675706657684847,0.48007848205574394,0.13598348858407922,0.1627565165157277,5.737551524020132,6.628925266896897,-0.0020953698992493067,-0.06332141547889547,-0.026773027931648485,-0.8913737428767652,FTX_collapse,shock,volume_burst,0.95,20
3,1380,2880,51,0.9185935394512628,0.9173833353507144,0.0012102041005483954,0.8680544573985285,0.8569467588924646,0.011107698506063857,0.001996007984031936,0.9519143255099463,0.5907693850689355,0.04790419161676647,0.7750718252415445,0.07984031936127745,0.6397113526262419,0.6893004597502882,4.525228755664137,3.6021861914410347,0.6961552939408072,0.3369326134773045,0.042592866740258174,0.044744846551973465,0.6971355345226629,0.6582437943397,0.1616924326077069,0.18721435836163658,9.62197649995072,9.091212143944517,-0.0021519798117152905,0.03889174018296282,-0.02552192575392967,0.5307643560062019,FTX_collapse,shock,volume_burst,0.97,10
7,1380,2880,33,0.9520909743165772,0.9308588186262594,0.021232155690317778,0.9348706436263559,0.9040339179227751,0.03083672570358076,0.001996007984031936,0.6492289319938794,0.4284516766680838,0.03592814371257485,0.7698593666222473,0.015968063872255488,0.756008150279657,0.4931769103627584,4.712771436893417,2.6640045531815097,0.5179478015121576,0.47370525894821036,0.03228290954030705,0.03183182803846499,0.3335331720531717,0.41076750991227146,0.16273746845828918,0.1770063060951347,4.59447943621058,5.670902280909346,0.00045108150184206,-0.07723433785909978,-0.014268837636845527,-1.076422844698766,FTX_collapse,shock,volume_burst,0.97,20
3,1380,2880,31,0.9251971222307688,0.9260004141055848,-0.0008032918748159812,0.8869736433257053,0.8789235815205563,0.008050061805149,0.001996007984031936,0.9515056434803918,0.4045542940571203,0.27345309381237526,0.6397096195265296,0.3213572854291417,0.771651285090112,0.6225676223752473,3.3547969076505932,4.150721093287575,0.6213338449832414,1.0,0.028545455068675483,0.030130120385544436,0.3736939825714646,0.39317882887923505,0.1167062325352725,0.12593912207456245,5.161521207483841,5.432171449801508,-0.0015846653168689537,-0.019484846307770476,-0.009232889539289954,-0.2706502423176671,FTX_collapse,shock,volume_burst,0.985,20
9,1380,2880,131,0.8440815337608599,0.7976508317340164,0.04643070202684352,0.6986589725783944,0.6257661464817261,0.07289282609666825,0.001996007984031936,0.5848213884872261,0.4485949777146979,0.09181636726546906,0.8735465208187084,0.00998003992015968,0.7425665103225682,0.4133754049257859,4.734463997644531,1.9309810139300858,0.85146120222096,0.8220355928814237,0.07025005146413436,0.07087975912972186,0.43611786891483106,0.6172160501580967,0.26471133123765983,0.28784625786324397,5.929206659183246,8.45171436791214,-0.000629707665587495,-0.1810981812432656,-0.02313492662558414,-2.5225077087288943,FTX_collapse,shock,volatility_burst,0.95,10
19,1380,2880,68,0.8294210672089973,0.7790824445592435,0.05033862264975386,0.7221187521681796,0.6341323904512584,0.0879863617169212,0.001996007984031936,0.5883041103287098,0.44149312668958296,0.023952095808383235,0.8561289872178741,0.001996007984031936,0.7473331742210241,0.22528505054169526,6.241827486411288,2.8784597775318446,0.9067376209021173,0.9578084383123375,0.060068301885054104,0.06007297203390317,0.3942707458121009,0.3590822087205032,0.28088861839612395,0.27678822451355445,5.37716062000056,4.890097813081795,-4.670148849063305e-06,0.035188537091597694,0.0041003938825694974,0.48706280691876547,FTX_collapse,shock,volatility_burst,0.95,20
9,1380,2880,55,0.7968587727732097,0.776767233242606,0.02009153953060372,0.6808851350036698,0.6396657132622636,0.04121942174140614,0.001996007984031936,0.668140066694387,0.5325953672811097,0.021956087824351298,0.890228606745309,0.001996007984031936,0.6836699735134502,0.49282254018761584,5.61406809384321,1.9168684373918337,0.7365092573866328,0.9330133973205359,0.04303926588299171,0.04154387967807294,0.7625354077104147,0.5157303575748766,0.19617326116275427,0.2169692109131358,10.501667450892008,7.097472650335305,0.0014953862049187708,0.2468050501355381,-0.020795949750381543,3.404194800556702,FTX_collapse,shock,volatility_burst,0.97,10
