window,q,asset,hansen_J,p,df
Terra_Luna,0.95,NEARUSDT,2.8154181337695294,0.09336256588288161,1
Terra_Luna,0.95,SOLUSDT,0.2648777492232042,0.6067887056400293,1
Terra_Luna,0.95,TRXUSDT,1.5740320156494734,0.20962243215195264,1
Terra_Luna,0.95,UNIUSDT,0.002569962155795533,0.9595687249688636,1
Terra_Luna,0.95,XRPUSDT,0.24471241452118855,0.6208230870428295,1
Terra_Luna,0.97,ADAUSDT,0.7965205669082586,0.37213570309511657,1
Terra_Luna,0.97,ATOMUSDT,0.003830082874260568,0.9506522918905967,1
Terra_Luna,0.97,AVAXUSDT,0.47973334016082236,0.4885431273969223,1
Terra_Luna,0.97,BCHUSDT,0.9161627835441877,0.3384845212111568,1
Terra_Luna,0.97,BNBUSDT,0.039908491271555366,0.8416596067629506,1
Terra_Luna,0.97,BTCUSDT,0.7118442036967649,0.3988322599907098,1
Terra_Luna,0.97,DOGEUSDT,0.022334869540819785,0.8811997033147028,1
Terra_Luna,0.97,DOTUSDT,0.06469125840733668,0.7992292207502051,1
Terra_Luna,0.97,ETCUSDT,0.16463072050752908,0.6849284208522584,1
Terra_Luna,0.97,ETHUSDT,0.009777051092206869,0.9212343650337972,1
Terra_Luna,0.97,FILUSDT,0.012807109354002772,0.9098969686929175,1
Terra_Luna,0.97,LINKUSDT,1.715450128753913,0.19027976832960292,1
Terra_Luna,0.97,LTCUSDT,0.20204114341149698,0.6530783138777201,1
Terra_Luna,0.97,NEARUSDT,0.6368456134717219,0.42485535975134536,1
Terra_Luna,0.97,SOLUSDT,1.5340262414434855,0.21550918203327885,1
Terra_Luna,0.97,TRXUSDT,0.18273615075380242,0.669032304302309,1
Terra_Luna,0.97,UNIUSDT,1.036764577801976,0.3085751411859893,1
Terra_Luna,0.97,XRPUSDT,1.853908952937395,0.1733294435938273,1
